loan_application_no,disbursed_date,disbursed_amount,source_entity_name,final_tpv,score,gender,age,industryy,status,city,state,pincode,disbursed_year,disbursed_month,disbursed_quarter,score_band,age_band,city_clean,is_metro_city,loan_to_tpv,amount_per_age,amount_x_score,predicted_income
9609,2025-05-09,100996.0,PPP,43680.16,743,Male,44.0,Retail And Shopping,DISBURSED,Bengaluru,Karnataka,560091.0,2025.0,5.0,2.0,700-749,36-45,bengaluru,1,2.3121710176885797,2295.3636363636365,75040028.0,43935.101200000056
9610,2025-05-09,100996.0,PPP,43680.16,0,Unknown,37.0,Retail And Shopping,DISBURSED,Bengaluru,Karnataka,560091.0,2025.0,5.0,2.0,<600,36-45,bengaluru,1,2.3121710176885797,2729.6216216216217,0.0,43901.074600000065
9611,2025-05-09,37159.0,PPP,15515.0,796,Male,33.0,Retail And Shopping,DISBURSED,Visakhapatnam,Andhra Pradesh,530046.0,2025.0,5.0,2.0,>750,31-35,visakhapatnam,0,2.395037060908798,1126.030303030303,29578564.0,15526.52250000001
9612,2025-05-09,190560.0,PPP,103686.8,746,Male,48.0,Healthcare And Wellness,DISBURSED,Mumbai,Maharashtra,400004.0,2025.0,5.0,2.0,700-749,46-60,mumbai,1,1.8378424254582069,3970.0,142157760.0,103393.33875000026
9613,2025-05-09,94395.0,TTT,32500.0,759,Male,48.0,Retail And Shopping,DISBURSED,North West Delhi,Delhi,110042.0,2025.0,5.0,2.0,>750,46-60,north west delhi,0,2.9044615384615384,1966.5625,71645805.0,32487.316050000005
9614,2025-05-09,24772.0,PPP,13979.83,744,Male,40.0,Food & Beverages,DISBURSED,Meerut,Uttar Pradesh,250002.0,2025.0,5.0,2.0,700-749,36-45,meerut,0,1.7719814904759215,619.3,18430368.0,13973.18150000003
9615,2025-05-09,143805.0,PPP,123548.66,769,Female,58.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560067.0,2025.0,5.0,2.0,>750,46-60,bengaluru,1,1.1639543480277326,2479.396551724138,110586045.0,123690.63040000007
9616,2025-05-09,22867.0,PPP,12851.5,734,Male,37.0,Retail And Shopping,DISBURSED,Hooghly,West Bengal,712503.0,2025.0,5.0,2.0,700-749,36-45,hooghly,0,1.7793253705793097,618.027027027027,16784378.0,12803.832150000013
9617,2025-05-09,99091.0,PPP,49040.16,738,Male,49.0,Grocery And Daily Needs,DISBURSED,North Parganas,West Bengal,700132.0,2025.0,5.0,2.0,700-749,46-60,north parganas,0,2.020609231291252,2022.265306122449,73129158.0,48869.51720000009
9618,2025-05-10,41923.0,PPP,24401.66,765,Male,41.0,Retail And Shopping,DISBURSED,East Singhbhum,Jharkhand,831017.0,2025.0,5.0,2.0,>750,36-45,east singhbhum,0,1.7180388547336534,1022.5121951219512,32071095.0,24342.974050000048
9619,2025-05-11,49873.0,TTT,22500.0,757,Male,26.0,Automobiles,DISBURSED,Ahmedabad,Gujarat,380028.0,2025.0,5.0,2.0,>750,26-30,ahmedabad,1,2.2165777777777778,1918.1923076923076,37753861.0,22472.513850000003
9620,2025-05-09,47050.0,TTT,27500.0,728,Male,43.0,Service And Utilities,DISBURSED,Thane,Maharashtra,421301.0,2025.0,5.0,2.0,700-749,36-45,thane,0,1.710909090909091,1094.1860465116279,34252400.0,27500.47
9621,2025-05-09,105457.0,PPP,36006.0,786,Male,41.0,Retail And Shopping,DISBURSED,Bangalore Rural,Karnataka,560116.0,2025.0,5.0,2.0,>750,36-45,bangalore rural,0,2.9288729656168417,2572.121951219512,82889202.0,35873.33305000002
9622,2025-05-11,41404.0,TTT,22500.0,162,Male,33.0,Retail And Shopping,DISBURSED,PALGHAR,Maharashtra,401208.0,2025.0,5.0,2.0,<600,31-35,palghar,0,1.8401777777777777,1254.6666666666667,6707448.0,22500.0
9623,2025-05-08,100044.0,PPP,49491.16,754,Male,39.0,Grocery And Daily Needs,DISBURSED,Thane,Maharashtra,421302.0,2025.0,5.0,2.0,>750,36-45,thane,0,2.0214519118161705,2565.230769230769,75433176.0,49206.342150000084
9624,2025-05-08,88610.0,PPP,61431.0,726,Male,37.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400012.0,2025.0,5.0,2.0,700-749,36-45,mumbai,1,1.4424313457374942,2394.864864864865,64330860.0,61304.78290000001
9625,2025-05-09,71460.0,PPP,19252.5,776,Male,28.0,Healthcare And Wellness,DISBURSED,Darbhanga,Bihar,846005.0,2025.0,5.0,2.0,>750,26-30,darbhanga,0,3.71172574990261,2552.1428571428573,55452960.0,19427.144600000003
9626,2025-05-09,148598.0,PPP,173682.33,757,Male,26.0,Grocery And Daily Needs,DISBURSED,Raigarh mh,Maharashtra,410203.0,2025.0,5.0,2.0,>750,26-30,raigarh mh,0,0.8555735059519296,5715.307692307692,112488686.0,173108.2305999993
9627,2025-05-09,101622.0,PPP,56333.16,769,Male,42.0,Grocery And Daily Needs,DISBURSED,Bidar,Karnataka,585328.0,2025.0,5.0,2.0,>750,36-45,bidar,0,1.80394637900661,2419.5714285714284,78147318.0,55897.98645000009
9628,2025-05-09,61356.0,PPP,33741.0,786,Male,43.0,Food & Beverages,DISBURSED,Ujjain,Madhya Pradesh,456006.0,2025.0,5.0,2.0,>750,36-45,ujjain,0,1.8184404730150263,1426.8837209302326,48225816.0,33990.42310000001
9629,2025-05-09,29536.0,PPP,12132.0,775,Male,47.0,Retail And Shopping,DISBURSED,Siwan,Bihar,841226.0,2025.0,5.0,2.0,>750,46-60,siwan,0,2.434553247609627,628.4255319148937,22890400.0,12259.16
9630,2025-05-08,9528.0,PPP,115191.0,769,Male,55.0,Food & Beverages,DISBURSED,Guntur,Andhra Pradesh,522004.0,2025.0,5.0,2.0,>750,46-60,guntur,0,0.08271479542672605,173.23636363636365,7327032.0,120580.81365000003
9631,2025-05-08,143872.0,PPP,32860.66,776,Male,36.0,Grocery And Daily Needs,DISBURSED,Guntur,Andhra Pradesh,522202.0,2025.0,5.0,2.0,>750,36-45,guntur,0,4.378244380971045,3996.4444444444443,111644672.0,33183.89265000005
9632,2025-05-08,479350.0,PPP,140599.0,761,Male,48.0,Retail And Shopping,DISBURSED,Hyderabad,Telangana,500058.0,2025.0,5.0,2.0,>750,46-60,hyderabad,1,3.4093414604655794,9986.458333333334,364785350.0,140330.70804999993
9633,2025-05-31,385840.0,PPP,161641.33,753,Male,35.0,Food & Beverages,DISBURSED,Vasai Virar,Maharashtra,401210.0,2025.0,5.0,2.0,>750,31-35,vasai virar,0,2.3870132719150483,11024.0,290537520.0,162148.09589999932
9634,2025-05-08,479350.0,PPP,164655.83,755,Male,39.0,Food & Beverages,DISBURSED,Kamrup,Assam,781034.0,2025.0,5.0,2.0,>750,36-45,kamrup,0,2.9112239754887517,12291.02564102564,361909250.0,163943.2127499993
9635,2025-05-10,72457.0,TTT,32500.0,682,Male,43.0,Food & Beverages,DISBURSED,Nandyal,Andhra Pradesh,518501.0,2025.0,5.0,2.0,600-699,36-45,nandyal,0,2.229446153846154,1685.046511627907,49415674.0,32494.89
9636,2025-05-08,47640.0,PPP,49478.33,776,Male,46.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560079.0,2025.0,5.0,2.0,>750,46-60,bengaluru,1,0.9628457548991649,1035.6521739130435,36968640.0,49497.41535000005
9637,2025-05-08,32595.0,PPP,18366.66,819,Male,58.0,Retail And Shopping,DISBURSED,East Godavari,Andhra Pradesh,533216.0,2025.0,5.0,2.0,>750,46-60,east godavari,0,1.7746830398123556,561.9827586206897,26695305.0,18398.607550000037
9638,2025-05-08,95280.0,PPP,108485.5,716,Male,48.0,Grocery And Daily Needs,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,201303.0,2025.0,5.0,2.0,700-749,46-60,gautam buddha nagar,0,0.8782740550580492,1985.0,68220480.0,108070.32915
9639,2025-05-08,20961.0,PPP,11839.66,746,Male,23.0,Grocery And Daily Needs,DISBURSED,Ranchi,Jharkhand,834003.0,2025.0,5.0,2.0,700-749,22-25,ranchi,0,1.7704055690788418,911.3478260869565,15636906.0,11881.061649999987
9640,2025-05-08,22584.0,TTT,12500.0,746,Female,46.0,Others,DISBURSED,Coimbatore,Tamil Nadu,641001.0,2025.0,5.0,2.0,700-749,46-60,coimbatore,0,1.80672,490.95652173913044,16847664.0,12496.796600000001
9641,2025-05-08,19056.0,PPP,15763.5,743,Male,41.0,Service And Utilities,DISBURSED,Shivamogga,Karnataka,577201.0,2025.0,5.0,2.0,700-749,36-45,shivamogga,0,1.208868588828623,464.780487804878,14158608.0,15781.889350000001
9642,2025-05-08,110524.0,PPP,47892.33,734,Male,29.0,Retail And Shopping,DISBURSED,South Delhi,Delhi,110019.0,2025.0,5.0,2.0,700-749,26-30,south delhi,0,2.3077599273203036,3811.1724137931033,81124616.0,48070.595800000054
9643,2025-05-08,47640.0,PPP,26979.83,788,Male,50.0,Grocery And Daily Needs,DISBURSED,Khammam,Telangana,507115.0,2025.0,5.0,2.0,>750,46-60,khammam,0,1.7657635352038912,952.8,37540320.0,27083.22300000005
9644,2025-05-08,21091.0,PPP,18903.66,746,Male,35.0,Service And Utilities,DISBURSED,Pune,Maharashtra,413106.0,2025.0,5.0,2.0,700-749,31-35,pune,1,1.1157098678245376,602.6,15733886.0,18543.034349999994
9645,2025-05-08,23820.0,PPP,10304.5,704,Male,44.0,Grocery And Daily Needs,CLOSED,Kanpur Nagar,Uttar Pradesh,208020.0,2025.0,5.0,2.0,700-749,36-45,kanpur nagar,0,2.311611431898685,541.3636363636364,16769280.0,10390.939300000002
9646,2025-05-08,95280.0,PPP,36584.0,720,Male,37.0,Food & Beverages,DISBURSED,Krishna,Andhra Pradesh,521165.0,2025.0,5.0,2.0,700-749,36-45,krishna,0,2.6044172315766456,2575.135135135135,68601600.0,36721.026950000014
9647,2025-05-08,181032.0,PPP,258062.83,114,Male,34.0,Food & Beverages,DISBURSED,North Parganas,West Bengal,700091.0,2025.0,5.0,2.0,<600,31-35,north parganas,0,0.7015035834490384,5324.470588235294,20637648.0,185326.84464999984
9648,2025-05-08,20008.0,PPP,14005.33,735,Male,45.0,Food & Beverages,DISBURSED,East Midnapore,West Bengal,721648.0,2025.0,5.0,2.0,700-749,36-45,east midnapore,0,1.4285989691067615,444.6222222222222,14705880.0,13824.964600000032
9649,2025-05-08,38581.0,TTT,17500.0,146,Female,24.0,Retail And Shopping,DISBURSED,Moradabad,Uttarakhand,244713.0,2025.0,5.0,2.0,<600,22-25,moradabad,0,2.2046285714285716,1607.5416666666667,5632826.0,17574.91
9650,2025-05-07,124601.0,TTT,37500.0,772,Male,29.0,Retail And Shopping,DISBURSED,Khorda,Odisha,751022.0,2025.0,5.0,2.0,>750,26-30,khorda,0,3.3226933333333335,4296.586206896552,96191972.0,37470.551750000006
9651,2025-05-07,61165.0,TTT,27500.0,780,Male,22.0,Others,DISBURSED,KOZHIKODE,Kerala,673011.0,2025.0,5.0,2.0,>750,22-25,kozhikode,0,2.224181818181818,2780.2272727272725,47708700.0,27437.07555
9652,2025-05-07,47050.0,TTT,42500.0,773,Male,24.0,Retail And Shopping,DISBURSED,East Midnapore,West Bengal,721441.0,2025.0,5.0,2.0,>750,22-25,east midnapore,0,1.1070588235294119,1960.4166666666667,36369650.0,42516.12115
9653,2025-05-07,110250.0,PPP,114943.83,819,Male,55.0,Grocery And Daily Needs,DISBURSED,Nagpur,Maharashtra,440027.0,2025.0,5.0,2.0,>750,46-60,nagpur,0,0.9591641413027563,2004.5454545454545,90294750.0,115835.12999999963
9654,2025-05-07,68067.0,PPP,37644.66,726,Male,41.0,Food & Beverages,DISBURSED,Gurgaon,Haryana,122008.0,2025.0,5.0,2.0,700-749,36-45,gurgaon,0,1.8081449002328616,1660.1707317073171,49416642.0,37958.65705000007
9655,2025-05-07,119100.0,TTT,137500.0,786,Male,40.0,Retail And Shopping,DISBURSED,Bhimavaram,Andhra Pradesh,534201.0,2025.0,5.0,2.0,>750,36-45,bhimavaram,0,0.8661818181818182,2977.5,93612600.0,136571.2479
9656,2025-05-07,141014.0,PPP,88991.0,118,Male,36.0,Food & Beverages,DISBURSED,Siwan,Bihar,841241.0,2025.0,5.0,2.0,<600,36-45,siwan,0,1.584587205447742,3917.0555555555557,16639652.0,88757.90220000001
9657,2025-05-07,191740.0,PPP,106208.33,728,Male,26.0,Food & Beverages,DISBURSED,Mumbai,Maharashtra,400022.0,2025.0,5.0,2.0,700-749,26-30,mumbai,1,1.8053197898884201,7374.615384615385,139586720.0,106418.84264999976
9658,2025-05-07,77654.0,PPP,28843.8,746,Female,40.0,Food & Beverages,DISBURSED,Indore,Madhya Pradesh,452010.0,2025.0,5.0,2.0,700-749,36-45,indore,0,2.692225018894875,1941.35,57929884.0,28659.130200000025
9659,2025-05-16,134984.0,TTT,72500.0,739,Male,22.0,Food & Beverages,DISBURSED,PALGHAR,Maharashtra,401501.0,2025.0,5.0,2.0,700-749,22-25,palghar,0,1.861848275862069,6135.636363636364,99753176.0,72558.01915000001
9660,2025-05-07,9528.0,TTT,27500.0,721,Male,52.0,Retail And Shopping,DISBURSED,BHILWARA,Rajasthan,311001.0,2025.0,5.0,2.0,700-749,46-60,bhilwara,0,0.34647272727272727,183.23076923076923,6869688.0,27665.91145000001
9661,2025-05-06,31994.0,TTT,17500.0,112,Male,43.0,Retail And Shopping,DISBURSED,BENGALURU URBAN,Karnataka,560068.0,2025.0,5.0,2.0,<600,36-45,bengaluru urban,0,1.8282285714285715,744.046511627907,3583328.0,17500.0
9662,2025-05-07,474925.0,TTT,122500.0,763,Male,65.0,Healthcare And Wellness,DISBURSED,Deoria,Uttar Pradesh,274001.0,2025.0,5.0,2.0,>750,60+,deoria,0,3.876938775510204,7306.538461538462,362367775.0,122458.6608999999
9663,2025-05-07,61165.0,TTT,27500.0,747,Male,36.0,Retail And Shopping,DISBURSED,North West Delhi,Delhi,110085.0,2025.0,5.0,2.0,700-749,36-45,north west delhi,0,2.224181818181818,1699.0277777777778,45690255.0,27465.684900000004
9664,2025-05-06,112167.0,PPP,38776.33,751,Male,35.0,Food & Beverages,DISBURSED,Bengaluru,Karnataka,560090.0,2025.0,5.0,2.0,>750,31-35,bengaluru,1,2.892666737672183,3204.7714285714287,84237417.0,38642.376000000055
9665,2025-05-07,47640.0,PPP,47797.33,771,Male,37.0,Grocery And Daily Needs,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,201301.0,2025.0,5.0,2.0,>750,36-45,gautam buddha nagar,0,0.9967083935441582,1287.5675675675675,36730440.0,47735.36385000004
9666,2025-05-08,50498.0,PPP,17378.59,773,Male,34.0,Retail And Shopping,DISBURSED,Jaipur,Rajasthan,302013.0,2025.0,5.0,2.0,>750,31-35,jaipur,0,2.905759328000718,1485.235294117647,39034954.0,17574.334899999987
9667,2025-05-07,53687.0,PPP,46462.66,769,Female,38.0,Retail And Shopping,DISBURSED,Chennai,Tamil Nadu,600021.0,2025.0,5.0,2.0,>750,36-45,chennai,1,1.1554870082771842,1412.8157894736842,41285303.0,46477.542100000086
9668,2025-05-06,190326.0,TTT,92500.0,778,Male,34.0,Retail And Shopping,DISBURSED,CHENNAI,Tamil Nadu,600040.0,2025.0,5.0,2.0,>750,31-35,chennai,1,2.0575783783783783,5597.823529411765,148073628.0,92496.6665
9669,2025-05-06,76696.0,PPP,28770.0,749,Male,45.0,Retail And Shopping,DISBURSED,Warangal,Telangana,506011.0,2025.0,5.0,2.0,700-749,36-45,warangal,0,2.6658324643726106,1704.3555555555556,57445304.0,29005.728900000006
9670,2025-05-07,88200.0,PPP,48674.33,755,Male,45.0,Grocery And Daily Needs,DISBURSED,Ghaziabad,Uttar Pradesh,201020.0,2025.0,5.0,2.0,>750,36-45,ghaziabad,0,1.8120434323389762,1960.0,66591000.0,48707.92080000006
9671,2025-05-07,38112.0,PPP,48678.66,757,Male,23.0,Agriculture,DISBURSED,Agra,Uttar Pradesh,282009.0,2025.0,5.0,2.0,>750,22-25,agra,0,0.7829303436043638,1657.0434782608695,28850784.0,48243.23315000007
9672,2025-05-07,10480.0,PPP,12741.83,753,Male,35.0,Food & Beverages,DISBURSED,Bardhaman,West Bengal,713363.0,2025.0,5.0,2.0,>750,31-35,bardhaman,0,0.8224878216080421,299.42857142857144,7891440.0,12767.609900000023
9673,2025-05-07,55604.0,PPP,48221.83,734,Female,46.0,Retail And Shopping,DISBURSED,Coimbatore,Tamil Nadu,641664.0,2025.0,5.0,2.0,700-749,46-60,coimbatore,0,1.153087719814864,1208.7826086956522,40813336.0,48334.869100000054
9674,2025-05-07,194719.0,TTT,42500.0,721,Female,38.0,Service And Utilities,DISBURSED,Chengalpattu,Tamil Nadu,603209.0,2025.0,5.0,2.0,700-749,36-45,chengalpattu,0,4.581623529411765,5124.184210526316,140392399.0,42616.635
9675,2025-05-07,30678.0,PPP,27176.83,739,Female,31.0,Retail And Shopping,DISBURSED,Thane,Maharashtra,421503.0,2025.0,5.0,2.0,700-749,31-35,thane,0,1.1288292269554616,989.6129032258065,22671042.0,27097.924250000044
9676,2025-05-07,242011.0,PPP,83403.5,758,Male,33.0,Retail And Shopping,DISBURSED,Kolar,Karnataka,563101.0,2025.0,5.0,2.0,>750,31-35,kolar,0,2.9016887780488827,7333.666666666667,183444338.0,83449.47585000002
9677,2025-05-06,100663.0,PPP,69676.66,747,Male,29.0,Grocery And Daily Needs,DISBURSED,Kolar,Karnataka,563114.0,2025.0,5.0,2.0,700-749,26-30,kolar,0,1.4447162076942264,3471.137931034483,75195261.0,68635.9322500001
9678,2025-05-05,9528.0,TTT,4689.2,696,Male,27.0,Healthcare And Wellness,DISBURSED,Jaipur,Rajasthan,302013.0,2025.0,5.0,2.0,600-699,26-30,jaipur,0,2.031903096477011,352.8888888888889,6631488.0,4759.469999999983
9679,2025-05-05,70575.0,TTT,300000.0,163,Female,30.0,Automobiles,DISBURSED,Hapur District,Uttar Pradesh,245101.0,2025.0,5.0,2.0,<600,26-30,hapur district,0,0.23525,2352.5,11503725.0,296907.2184499999
9680,2025-05-10,83749.0,TTT,47500.0,743,Male,45.0,Wholesale_Distributor,DISBURSED,KOZHIKODE,Kerala,673004.0,2025.0,5.0,2.0,700-749,36-45,kozhikode,0,1.7631368421052631,1861.088888888889,62225507.0,47709.38165000001
9681,2025-05-07,20961.0,PPP,11930.66,733,Male,22.0,Food & Beverages,DISBURSED,South Parganas,West Bengal,700140.0,2025.0,5.0,2.0,700-749,22-25,south parganas,0,1.7569019651888496,952.7727272727273,15364413.0,11922.034899999993
9682,2025-05-10,80035.0,PPP,34789.66,722,Female,61.0,Grocery And Daily Needs,DISBURSED,Visakhapatnam,Andhra Pradesh,531019.0,2025.0,5.0,2.0,700-749,60+,visakhapatnam,0,2.300539873054235,1312.049180327869,57785270.0,35054.14690000008
9683,2025-05-07,191740.0,PPP,228787.83,757,Male,29.0,Grocery And Daily Needs,DISBURSED,Vadodara,Gujarat,390022.0,2025.0,5.0,2.0,>750,26-30,vadodara,0,0.8380690528862484,6611.724137931034,145147180.0,230537.9654499992
9684,2025-05-07,97787.0,PPP,147810.33,755,Female,38.0,Retail And Shopping,DISBURSED,Patna,Bihar,800020.0,2025.0,5.0,2.0,>750,36-45,patna,0,0.6615708117287878,2573.342105263158,73829185.0,145589.55979999996
9685,2025-05-07,144825.0,PPP,49941.83,755,Male,25.0,Food & Beverages,DISBURSED,Tuticorin,Tamil Nadu,628002.0,2025.0,5.0,2.0,>750,22-25,tuticorin,0,2.8998737130777945,5793.0,109342875.0,49925.957450000045
9686,2025-05-08,40017.0,PPP,32330.0,726,Female,48.0,Food & Beverages,DISBURSED,Jalna,Maharashtra,431203.0,2025.0,5.0,2.0,700-749,46-60,jalna,0,1.2377667800804206,833.6875,29052342.0,32620.14490000004
9687,2025-05-07,23820.0,PPP,31110.5,741,Male,52.0,Food & Beverages,DISBURSED,Agra,Uttar Pradesh,282002.0,2025.0,5.0,2.0,700-749,46-60,agra,0,0.7656578968515453,458.0769230769231,17650620.0,31166.65775000001
9688,2025-05-07,21914.0,PPP,25532.66,776,Male,49.0,Food & Beverages,DISBURSED,Muzaffarpur,Bihar,842003.0,2025.0,5.0,2.0,>750,46-60,muzaffarpur,0,0.8582732860579352,447.2244897959184,17005264.0,25547.84050000006
9689,2025-05-07,59073.0,PPP,20269.33,138,Female,44.0,Grocery And Daily Needs,DISBURSED,Krishna,Andhra Pradesh,521001.0,2025.0,5.0,2.0,<600,36-45,krishna,0,2.914403189449281,1342.5681818181818,8152074.0,20173.78385000004
9690,2025-05-07,47640.0,PPP,69978.5,735,Male,27.0,Retail And Shopping,DISBURSED,Bengaluru,Karnataka,560103.0,2025.0,5.0,2.0,700-749,26-30,bengaluru,1,0.6807805254471017,1764.4444444444443,35015400.0,70722.97985000002
9691,2025-05-26,54645.0,PPP,23421.0,725,Male,33.0,Food & Beverages,DISBURSED,Hyderabad,Telangana,500055.0,2025.0,5.0,2.0,700-749,31-35,hyderabad,1,2.3331625464326886,1655.909090909091,39617625.0,23552.684650000007
9692,2025-05-04,143362.0,TTT,47500.0,723,Male,39.0,Retail And Shopping,DISBURSED,East Delhi,Delhi,110031.0,2025.0,5.0,2.0,700-749,36-45,east delhi,0,3.0181473684210527,3675.948717948718,103650726.0,47865.13260000002
9693,2025-05-05,189970.0,TTT,52500.0,776,Male,26.0,Retail And Shopping,DISBURSED,THIRUVALLUR,Tamil Nadu,600072.0,2025.0,5.0,2.0,>750,26-30,thiruvallur,0,3.6184761904761906,7306.538461538462,147416720.0,52584.867650000015
9694,2025-05-12,27289.0,TTT,12500.0,125,Male,25.0,Retail And Shopping,DISBURSED,Buldana,Maharashtra,443001.0,2025.0,5.0,2.0,<600,22-25,buldana,0,2.18312,1091.56,3411125.0,12503.535800000001
9695,2025-05-08,57401.0,TTT,17500.0,757,Female,37.0,Food & Beverages,DISBURSED,Madurai,Tamil Nadu,625402.0,2025.0,5.0,2.0,>750,36-45,madurai,0,3.280057142857143,1551.3783783783783,43452557.0,17497.79495
9696,2025-05-06,287610.0,PPP,104999.33,776,Male,27.0,Grocery And Daily Needs,DISBURSED,Jalpaiguri,West Bengal,734001.0,2025.0,5.0,2.0,>750,26-30,jalpaiguri,0,2.7391603355945224,10652.222222222223,223185360.0,104857.33489999981
9697,2025-05-09,69634.0,TTT,37500.0,741,Male,43.0,Retail And Shopping,DISBURSED,Belgaum,Karnataka,591307.0,2025.0,5.0,2.0,700-749,36-45,belgaum,0,1.8569066666666667,1619.3953488372092,51598794.0,37399.56215000001
9698,2025-05-09,275547.0,TTT,82500.0,0,Unknown,37.0,Retail And Shopping,DISBURSED,EAST,Delhi,110096.0,2025.0,5.0,2.0,<600,36-45,east,0,3.3399636363636365,7447.216216216216,0.0,81278.6807
9699,2025-05-09,275547.0,TTT,82500.0,767,Male,26.0,Retail And Shopping,DISBURSED,EAST,Delhi,110096.0,2025.0,5.0,2.0,>750,26-30,east,0,3.3399636363636365,10597.961538461539,211344549.0,82549.2357
9700,2025-05-06,191740.0,PPP,166876.66,726,Male,47.0,Food & Beverages,DISBURSED,Chennai,Tamil Nadu,600018.0,2025.0,5.0,2.0,700-749,46-60,chennai,1,1.1489923156419837,4079.574468085106,139203240.0,165429.39824999965
9701,2025-05-06,142920.0,PPP,159475.66,735,Male,31.0,Food & Beverages,DISBURSED,Tiruvallur,Tamil Nadu,600056.0,2025.0,5.0,2.0,700-749,31-35,tiruvallur,0,0.8961869165488953,4610.322580645161,105046200.0,159465.5609499998
9702,2025-05-06,188790.0,TTT,97500.0,769,Male,31.0,Others,DISBURSED,Udaipur,Rajasthan,313001.0,2025.0,5.0,2.0,>750,31-35,udaipur,0,1.9363076923076923,6090.0,145179510.0,97619.35244999998
9703,2025-05-05,157639.0,TTT,47500.0,782,Male,42.0,Service And Utilities,DISBURSED,Bengaluru Urban,Karnataka,560078.0,2025.0,5.0,2.0,>750,36-45,bengaluru urban,0,3.3187157894736843,3753.309523809524,123273698.0,47534.13105
9704,2025-05-05,37640.0,TTT,32500.0,114,Female,24.0,Others,DISBURSED,AURANGABAD,Maharashtra,431007.0,2025.0,5.0,2.0,<600,22-25,aurangabad,0,1.158153846153846,1568.3333333333333,4290960.0,32154.769300000014
9705,2025-05-07,37758.0,TTT,37500.0,746,Male,25.0,Retail And Shopping,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,203207.0,2025.0,5.0,2.0,700-749,22-25,gautam buddha nagar,0,1.00688,1510.32,28167468.0,37541.15370000001
9706,2025-05-07,96232.0,PPP,45346.33,711,Male,35.0,Food & Beverages,DISBURSED,Murshidabad,West Bengal,742101.0,2025.0,5.0,2.0,700-749,31-35,murshidabad,0,2.1221563023953647,2749.4857142857145,68420952.0,45394.391400000044
9707,2025-05-06,13174.0,TTT,7500.0,759,Male,30.0,Retail And Shopping,DISBURSED,PATIALA,Punjab,147101.0,2025.0,5.0,2.0,>750,26-30,patiala,0,1.7565333333333333,439.1333333333333,9999066.0,7473.225
9708,2025-05-06,287610.0,PPP,198705.66,771,Male,36.0,Retail And Shopping,DISBURSED,Akola,Maharashtra,444001.0,2025.0,5.0,2.0,>750,36-45,akola,0,1.4474172502182374,7989.166666666667,221747310.0,204439.67269999956
9709,2025-05-06,107374.0,PPP,46702.16,757,Male,35.0,Food & Beverages,DISBURSED,Jaipur,Rajasthan,302001.0,2025.0,5.0,2.0,>750,31-35,jaipur,0,2.2991227814730624,3067.8285714285716,81282118.0,46974.55445000008
9710,2025-05-04,47050.0,TTT,17500.0,776,Male,42.0,Automobiles,DISBURSED,Dombivali,Maharashtra,421301.0,2025.0,5.0,2.0,>750,36-45,dombivali,0,2.6885714285714286,1120.2380952380952,36510800.0,17618.8313
9711,2025-05-04,94100.0,TTT,132500.0,750,Female,26.0,Others,DISBURSED,BENGALURU URBAN,Karnataka,560030.0,2025.0,5.0,2.0,700-749,26-30,bengaluru urban,0,0.7101886792452831,3619.230769230769,70575000.0,133443.69934999998
9712,2025-05-04,50498.0,TTT,300000.0,761,Male,30.0,Others,DISBURSED,South 24 Parganas,West Bengal,743331.0,2025.0,5.0,2.0,>750,26-30,south 24 parganas,0,0.16832666666666668,1683.2666666666667,38428978.0,296737.34044999984
9713,2025-05-07,36430.0,PPP,14666.0,776,Male,59.0,Food & Beverages,DISBURSED,Bengaluru,Karnataka,560068.0,2025.0,5.0,2.0,>750,46-60,bengaluru,1,2.4839765443883812,617.457627118644,28269680.0,14611.968900000009
9714,2025-05-07,18820.0,TTT,32500.0,721,Male,32.0,Food & Beverages,DISBURSED,New Delhi,Delhi,110059.0,2025.0,5.0,2.0,700-749,31-35,new delhi,1,0.579076923076923,588.125,13569220.0,33402.823050000006
9715,2025-05-07,190560.0,PPP,74767.33,730,Male,50.0,Food & Beverages,DISBURSED,Vellore,Tamil Nadu,635651.0,2025.0,5.0,2.0,700-749,46-60,vellore,0,2.548706768049628,3811.2,139108800.0,75367.55420000007
9716,2025-05-07,95280.0,PPP,42382.66,743,Male,37.0,Healthcare And Wellness,DISBURSED,Visakhapatnam,Andhra Pradesh,531127.0,2025.0,5.0,2.0,700-749,36-45,visakhapatnam,0,2.248089194967942,2575.135135135135,70793040.0,42480.26455000007
9717,2025-05-10,68067.0,PPP,37522.33,757,Male,44.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560067.0,2025.0,5.0,2.0,>750,36-45,bengaluru,1,1.814039799767232,1546.9772727272727,51526719.0,37906.79150000005
9718,2025-05-07,29536.0,PPP,15396.66,760,Male,39.0,Service And Utilities,DISBURSED,Hassan,Karnataka,573201.0,2025.0,5.0,2.0,>750,36-45,hassan,0,1.918338133075615,757.3333333333334,22447360.0,15457.24595000002
